dataset,min value,max value,mean values,stdev,gap,mean time
instance_0001,13.0,15.0,14.933333333333334,0.3651483716701107,0.44444444444444287,1.7404440372333327
instance_0002,2.0,2.0,2.0,0.0,0.0,0.4259901752999999
instance_0003,7.6923076923076925,12.0,10.224210419210419,1.183582290997795,14.798246506579844,1.9773518484999992
instance_0004,1.95,2.857142857142857,2.5683041359511947,0.251970560039825,26.619881829965866,1.2425585735000009
instance_0005,155.56,160.9,158.56541240380943,1.3515112076143374,10.858212050927909,22.598935716199996
instance_0006,607.0,691.0,655.3,20.17022387169966,5.166425470332857,63.39186905610002
instance_0007,360.25,391.25,377.2416666666667,11.201809300697606,3.82621627363501,47.96467117079998
instance_0008,149.47368421052633,162.94117647058823,159.4408303233574,3.4975827564836783,2.1475203612634064,17.46965524790003
instance_0009,2.4193548387096775,3.06,2.7957662872793465,0.13948417563493265,36.74736906607813,4.330501322666715
instance_0010,14.521008403361344,15.327433628318584,14.924641845421142,0.1781528191349961,12.772403007474326,16.707194956033344
instance_0011,12.743589743589743,13.408759124087592,12.99643074940468,0.14427011119125366,22.86984718454196,13.642425988433237
instance_0012,3.1636363636363636,4.166666666666667,3.764435589577492,0.24311325553710025,66.53835031486675,5.064989142666673
instance_0013,66.39622641509433,74.87179487179488,69.47736070380157,2.0001873847462375,40.80988183353078,52.63441621919992
instance_0014,100.22641509433963,110.0952380952381,104.52835279022034,2.373672694753182,42.453009915095606,103.89959371416658
instance_0015,65.95454545454545,73.0909090909091,69.39516391920417,1.7218142173550324,53.52898686184681,47.4458626986001
instance_0016,81.5,85.0,84.5,1.144702942944678,0.5882352941176471,5.783730845900087
instance_0017,35.0,36.5,36.45,0.27386127875258304,0.13698630136985523,2.7631069689333647
instance_0018,115.4,117.2,117.08666666666667,0.4321025846696146,0.09670079635949635,13.268894300299872
instance_0019,179.0,202.0,199.7,7.017957262475387,1.1386138613861443,11.699406041566847
instance_0020,5.0,5.0,5.0,0.0,0.0,0.09877163699996648
